service_id,brand,model,model_year,service_date,service_type,service_cost
362,Toyota,Tundra Hybrid TRD Pro,2022,2020-12-27,Engine Check,140.82
363,Audi,SQ5 3.0T Premium Plus,2022,2020-12-28,Tire Rotation,139.19
364,Audi,A6 2.0T Premium Plus,2016,2020-12-29,Brake Replacement,169.72
365,Lamborghini,Huracan EVO Base,2022,2020-12-30,Tire Rotation,356.34
366,BMW,328 xi,2007,2020-12-31,Tire Rotation,122.06
367,Audi,SQ5 3.0T Prestige,2018,2021-01-01,Oil Change,198.25
368,Cadillac,Escalade Sport Platinum,2021,2021-01-02,Oil Change,144.83
369,BMW,M235 i,2014,2021-01-03,Brake Replacement,363.04
370,Kia,Telluride SX,2023,2021-01-04,Tire Rotation,465.43
371,Chevrolet,Express 3500 Base,2008,2021-01-05,Brake Replacement,96.14
372,GMC,Acadia SLE,2020,2021-01-06,Engine Check,315.46
373,BMW,X3 xDrive30i,2021,2021-01-07,Tire Rotation,440.41
374,Audi,TT 2.0T,2015,2021-01-08,Tire Rotation,243.98
375,Subaru,Outback 3.6R Touring,2017,2021-01-09,Tire Rotation,369.6
376,Mitsubishi,Eclipse Spyder GS,2001,2021-01-10,Oil Change,183.07
377,Hyundai,Santa Fe SEL,2022,2021-01-11,Brake Replacement,432.77
378,BMW,M5 Base,2018,2021-01-12,Tire Rotation,249.49
379,Dodge,Ram 1500 ST,2011,2021-01-13,Brake Replacement,175.76
380,Ford,Fusion Energi Titanium,2015,2021-01-14,Brake Replacement,351.78
381,Toyota,Tundra Hybrid TRD Pro,2022,2021-01-15,Oil Change,196.42
382,Land,Rover Range Rover Evoque Pure,2015,2021-01-16,Brake Replacement,90.9
383,Lincoln,Navigator Base,2009,2021-01-17,Brake Replacement,490.63
384,Ford,Mustang Mach-E Select,2023,2021-01-18,Engine Check,347.73
385,Mercedes-Benz,Sprinter 3500 High Roof,2017,2021-01-19,Brake Replacement,159.0
386,Mercedes-Benz,AMG E 63 S 4MATIC,2019,2021-01-20,Brake Replacement,493.32
387,BMW,440 i xDrive,2018,2021-01-21,Engine Check,495.19
388,Acura,Integra LS,1998,2021-01-22,Brake Replacement,347.85
389,Audi,Q7 55 Prestige,2019,2021-01-23,Brake Replacement,335.22
390,BMW,M6 Base,2014,2021-01-24,Engine Check,71.87
391,Volkswagen,Arteon 2.0T SE,2021,2021-01-25,Engine Check,120.52
392,Lexus,LX 600 F SPORT,2023,2021-01-26,Tire Rotation,138.94
393,INFINITI,Q40 Base,2015,2021-01-27,Engine Check,413.73
394,BMW,Z4 3.0i Roadster,2006,2021-01-28,Tire Rotation,256.69
395,BMW,M6 Base,2015,2021-01-29,Oil Change,343.34
396,BMW,X3 M40i,2019,2021-01-30,Engine Check,130.32
397,Kia,Sorento LX,2014,2021-01-31,Tire Rotation,331.62
398,Rivian,R1S Adventure Package,2023,2021-02-01,Tire Rotation,479.68
399,BMW,Z4 sDrive28i,2015,2021-02-02,Tire Rotation,492.24
400,Cadillac,CTS-V Base,2017,2021-02-03,Tire Rotation,138.14
401,Ford,Transit Connect XL,2020,2021-02-04,Engine Check,403.47
402,Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,2021-02-05,Tire Rotation,426.32
403,Lexus,IS 250 Base,2010,2021-02-06,Brake Replacement,313.98
404,BMW,X7 xDrive40i,2023,2021-02-07,Engine Check,227.42
405,Volvo,XC90 T6 Momentum,2018,2021-02-08,Engine Check,103.1
406,Hyundai,Tucson Limited,2008,2021-02-09,Brake Replacement,93.66
407,Dodge,Durango GT,2021,2021-02-10,Brake Replacement,215.59
408,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,2021-02-11,Tire Rotation,231.88
409,GMC,Yukon XL SLT,2019,2021-02-12,Oil Change,475.35
410,Audi,RS Q8 4.0T,2020,2021-02-13,Brake Replacement,430.59
411,Rivian,R1S Adventure Package,2023,2021-02-14,Oil Change,61.44
412,Toyota,RAV4 Hybrid XLE,2019,2021-02-15,Oil Change,252.08
413,Alfa,Romeo Stelvio Quadrifoglio,2019,2021-02-16,Brake Replacement,379.24
414,Land,Rover Range Rover Evoque SE,2020,2021-02-17,Oil Change,100.31
415,Alfa,Romeo Stelvio Ti Sport,2020,2021-02-18,Oil Change,241.4
416,Cadillac,Escalade EXT Base,2007,2021-02-19,Oil Change,84.38
417,Ford,F-250 Lariat,2019,2021-02-20,Brake Replacement,469.47
418,Nissan,350Z Enthusiast,2005,2021-02-21,Tire Rotation,50.27
419,Subaru,Legacy 2.5 i Premium,2010,2021-02-22,Engine Check,471.45
420,Honda,Civic LX,2003,2021-02-23,Tire Rotation,470.71
421,McLaren,570S Spider,2020,2021-02-24,Tire Rotation,380.21
422,Maserati,Ghibli S Q4,2016,2021-02-25,Brake Replacement,313.78
423,Jeep,Wagoneer Series II 4x4,2022,2021-02-26,Brake Replacement,100.06
424,Maserati,Ghibli S Q4,2017,2021-02-27,Oil Change,106.63
425,Lexus,RX 300 Base,2002,2021-02-28,Engine Check,130.46
426,Lincoln,Aviator Luxury,2005,2021-03-01,Tire Rotation,229.69
427,Ford,Transit Connect XL,2018,2021-03-02,Tire Rotation,106.44
428,Cadillac,SRX Luxury Collection,2016,2021-03-03,Tire Rotation,252.09
429,Lincoln,MKS EcoBoost,2016,2021-03-04,Tire Rotation,173.34
430,Toyota,Yaris Base,2010,2021-03-05,Engine Check,315.08
431,Mercedes-Benz,AMG E 63 S 4MATIC,2019,2021-03-06,Engine Check,254.45
432,Mercedes-Benz,GLS 450 Base,2022,2021-03-07,Oil Change,413.73
433,Mercedes-Benz,G-Class G 550 4MATIC,2019,2021-03-08,Brake Replacement,380.71
434,Hyundai,Veloster Turbo R-Spec,2014,2021-03-09,Engine Check,139.71
435,Toyota,4Runner Limited,2019,2021-03-10,Oil Change,388.59
436,Mercedes-Benz,S-Class S 580 4MATIC,2021,2021-03-11,Brake Replacement,475.94
437,Audi,RS 7 4.0T Performance Prestige,2017,2021-03-12,Tire Rotation,273.52
438,Mazda,MX-5 Miata Base,1999,2021-03-13,Tire Rotation,310.0
439,Mercedes-Benz,AMG C 43 Base,2017,2021-03-14,Tire Rotation,342.51
440,Chevrolet,Corvette Z06,2007,2021-03-15,Brake Replacement,241.24
441,Ford,F-250 King Ranch,2021,2021-03-16,Engine Check,339.36
442,Volkswagen,Tiguan 2.0T SE,2022,2021-03-17,Tire Rotation,280.99
443,BMW,750 Li xDrive,2012,2021-03-18,Brake Replacement,403.63
444,BMW,M3 CS,2024,2021-03-19,Oil Change,390.78
445,Lexus,GX 460 Base,2018,2021-03-20,Tire Rotation,157.2
446,Audi,Q7 3.0T Premium,2017,2021-03-21,Engine Check,102.33
447,Alfa,Romeo Stelvio Ti Sport,2018,2021-03-22,Oil Change,386.98
448,Land,Rover Defender X,2023,2021-03-23,Brake Replacement,241.47
449,BMW,750 i xDrive,2019,2021-03-24,Oil Change,481.61
450,BMW,M3 Base,2015,2021-03-25,Brake Replacement,452.62
451,Rolls-Royce,Ghost Base,2021,2021-03-26,Brake Replacement,89.94
452,Audi,e-tron Prestige,2019,2021-03-27,Engine Check,81.62
453,Lexus,IS 250 Base,2011,2021-03-28,Tire Rotation,50.14
454,Land,Rover Range Rover Evoque SE Premium,2016,2021-03-29,Engine Check,108.08
455,Ferrari,California T,2015,2021-03-30,Engine Check,182.59
456,Lexus,LC 500 Base,2018,2021-03-31,Oil Change,121.12
457,Kia,EV6 Wind,2022,2021-04-01,Tire Rotation,258.92
458,GMC,Sierra 1500 SLE Crew Cab,2005,2021-04-02,Engine Check,173.2
459,Lexus,ES 350 Base,2008,2021-04-03,Tire Rotation,122.82
460,Nissan,370Z NISMO,2010,2021-04-04,Tire Rotation,81.2
461,Dodge,Ram 1500 Laramie,2004,2021-04-05,Brake Replacement,478.63
462,Ford,Expedition Limited,2016,2021-04-06,Engine Check,123.06
463,INFINITI,QX70 Base,2015,2021-04-07,Engine Check,402.14
464,BMW,X5 M Base,2023,2021-04-08,Tire Rotation,206.1
465,Lincoln,Navigator Select,2016,2021-04-09,Tire Rotation,375.06
466,Volvo,V60 Cross Country T5,2020,2021-04-10,Brake Replacement,255.94
467,Audi,A7 3.0T Premium Plus,2018,2021-04-11,Oil Change,213.54
468,Ford,Bronco Sport Outer Banks,2021,2021-04-12,Oil Change,229.22
469,Volkswagen,Eurovan MV,2001,2021-04-13,Brake Replacement,281.84
470,Jaguar,F-TYPE R,2017,2021-04-14,Tire Rotation,472.54
471,Land,Rover Range Rover Evoque R-Dynamic HSE,2020,2021-04-15,Brake Replacement,259.81
472,RAM,1500 Laramie,2021,2021-04-16,Tire Rotation,121.39
473,Rivian,R1S Adventure Package,2023,2021-04-17,Tire Rotation,480.24
474,BMW,M760 i xDrive,2021,2021-04-18,Oil Change,420.68
475,Lexus,LX 570 Three-Row,2018,2021-04-19,Engine Check,361.04
476,Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,2021-04-20,Engine Check,99.41
477,Acura,MDX w/Technology Package,2023,2021-04-21,Brake Replacement,419.26
478,Lexus,LC 500 Base,2018,2021-04-22,Engine Check,254.29
479,Audi,SQ5 3.0T Prestige,2019,2021-04-23,Tire Rotation,118.0
480,Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,2021-04-24,Tire Rotation,53.64
481,RAM,1500 Limited,2020,2021-04-25,Engine Check,462.15
482,Audi,S4 3.0T Premium,2019,2021-04-26,Oil Change,187.8
483,Audi,A8 4.0,2020,2021-04-27,Oil Change,489.04
484,Cadillac,Escalade ESV Sport,2021,2021-04-28,Engine Check,440.78
485,Mercedes-Benz,AMG GT AMG GT S,2016,2021-04-29,Tire Rotation,193.43
486,BMW,M3 Base,2009,2021-04-30,Brake Replacement,497.95
487,Honda,Accord EX-L,2009,2021-05-01,Brake Replacement,401.47
488,Rolls-Royce,Cullinan,2022,2021-05-02,Brake Replacement,114.69
489,Cadillac,Escalade Premium,2015,2021-05-03,Oil Change,72.69
490,Acura,RDX Technology Package,2020,2021-05-04,Brake Replacement,281.96
491,BMW,X2 xDrive28i,2022,2021-05-05,Brake Replacement,249.63
492,Chrysler,Pacifica Touring,2017,2021-05-06,Oil Change,363.6
493,Buick,Verano Convenience,2013,2021-05-07,Brake Replacement,90.48
494,Mercedes-Benz,AMG S 63 Base 4MATIC,2020,2021-05-08,Brake Replacement,477.2
495,RAM,2500 Tradesman,2021,2021-05-09,Oil Change,321.39
496,Mercedes-Benz,Metris Base,2018,2021-05-10,Tire Rotation,152.19
497,Land,Rover Range Rover Evoque S,2020,2021-05-11,Brake Replacement,248.62
498,Volvo,XC90 T6 Inscription,2020,2021-05-12,Brake Replacement,283.74
499,Ford,Expedition King Ranch,2020,2021-05-13,Oil Change,463.88
500,Toyota,Highlander Hybrid Limited,2006,2021-05-14,Brake Replacement,489.9
501,Toyota,Tundra SR5 Access Cab,2005,2021-05-15,Engine Check,185.07
502,Ford,Transit-350 Base,2023,2021-05-16,Tire Rotation,367.07
503,Chevrolet,Express 3500 LT,2016,2021-05-17,Brake Replacement,199.57
504,Chevrolet,Bolt EUV Premier,2022,2021-05-18,Tire Rotation,167.97
505,Jeep,Wrangler Unlimited 4xe Sahara,2021,2021-05-19,Brake Replacement,54.59
506,BMW,X7 xDrive40i,2023,2021-05-20,Brake Replacement,380.16
507,Mercedes-Benz,AMG GT 53 Base,2021,2021-05-21,Brake Replacement,425.63
508,Toyota,Tundra Limited,2020,2021-05-22,Oil Change,136.47
509,BMW,X1 xDrive28i,2021,2021-05-23,Tire Rotation,96.3
510,BMW,135 i,2008,2021-05-24,Brake Replacement,238.26
511,Mazda,Mazda3 Touring,2018,2021-05-25,Oil Change,193.9
512,Audi,A7 3.0T Premium Plus,2018,2021-05-26,Oil Change,480.88
513,Saturn,Sky Red Line,2008,2021-05-27,Brake Replacement,88.54
514,BMW,Z4 2.5i Roadster,2005,2021-05-28,Brake Replacement,231.7
515,Volvo,XC90 Hybrid T8 Inscription,2020,2021-05-29,Brake Replacement,448.48
516,Acura,TLX A-Spec,2021,2021-05-30,Brake Replacement,409.04
517,Acura,MDX w/Technology Package,2022,2021-05-31,Oil Change,330.42
518,Chevrolet,Tahoe High Country,2021,2021-06-01,Tire Rotation,438.34
519,Tesla,Model Y Long Range,2021,2021-06-02,Engine Check,151.87
520,Mercedes-Benz,GLK-Class GLK 350,2013,2021-06-03,Oil Change,134.48
521,Chevrolet,Traverse LS,2022,2021-06-04,Oil Change,300.34
522,BMW,550 Gran Turismo i,2013,2021-06-05,Tire Rotation,313.84
523,Land,Rover Range Rover Sport HSE,2007,2021-06-06,Engine Check,255.12
524,BMW,430 i xDrive,2021,2021-06-07,Engine Check,237.09
525,Porsche,Cayman Base,2007,2021-06-08,Brake Replacement,454.63
526,Ford,Expedition Max King Ranch,2021,2021-06-09,Brake Replacement,171.57
527,Rivian,R1S Adventure Package,2023,2021-06-10,Engine Check,383.1
528,Mercedes-Benz,GLC 300 GLC 300,2021,2021-06-11,Tire Rotation,78.47
529,Ford,Mustang Shelby GT500,2012,2021-06-12,Brake Replacement,109.59
530,Tesla,Model Y Long Range,2021,2021-06-13,Oil Change,84.17
531,Nissan,370Z Base,2009,2021-06-14,Oil Change,163.81
532,Toyota,Sequoia Platinum,2014,2021-06-15,Engine Check,258.22
533,Nissan,NV Passenger NV3500 HD SL V8,2020,2021-06-16,Tire Rotation,147.85
534,Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,2021-06-17,Oil Change,203.56
535,INFINITI,QX80 Base,2014,2021-06-18,Brake Replacement,371.11
536,Aston,Martin V8 Vantage Base,2008,2021-06-19,Oil Change,378.44
537,Porsche,911 Carrera S,2017,2021-06-20,Brake Replacement,303.67
538,Lotus,Evora 400 Base,2017,2021-06-21,Oil Change,487.26
539,Land,Rover Range Rover Velar P250 S R-Dynamic,2020,2021-06-22,Oil Change,74.66
540,Nissan,Xterra S,2007,2021-06-23,Tire Rotation,393.51
541,Dodge,Charger R/T,2012,2021-06-24,Oil Change,377.02
542,Buick,Encore GX Essence,2022,2021-06-25,Tire Rotation,99.34
543,Nissan,Leaf S,2018,2021-06-26,Brake Replacement,185.5
544,Nissan,Leaf SL,2012,2021-06-27,Tire Rotation,186.45
545,Jeep,Grand Wagoneer Series III,2022,2021-06-28,Tire Rotation,146.28
546,Nissan,Z Proto Spec,2023,2021-06-29,Brake Replacement,255.76
547,Land,Rover Range Rover Sport HSE,2013,2021-06-30,Brake Replacement,183.85
548,Porsche,Boxster S,2003,2021-07-01,Oil Change,149.52
549,Bentley,Continental GT Base,2004,2021-07-02,Oil Change,286.01
550,Jaguar,F-TYPE R,2018,2021-07-03,Brake Replacement,477.1
551,Cadillac,Escalade ESV Sport,2021,2021-07-04,Brake Replacement,235.47
552,Audi,TT 2.0T,2018,2021-07-05,Engine Check,174.38
553,Jeep,Wrangler Unlimited Sahara,2020,2021-07-06,Oil Change,287.76
554,Audi,S6 4.0T,2016,2021-07-07,Brake Replacement,209.43
555,GMC,Sierra 2500 SLE,2015,2021-07-08,Brake Replacement,167.14
556,Tesla,Model 3 Long Range,2022,2021-07-09,Engine Check,475.63
557,Mazda,CX-90 Premium,2024,2021-07-10,Brake Replacement,312.59
558,Ford,C-Max Energi SE,2017,2021-07-11,Brake Replacement,349.65
559,Cadillac,Escalade ESV Platinum,2018,2021-07-12,Engine Check,396.79
560,Audi,TT 3.2 Cabriolet quattro,2008,2021-07-13,Engine Check,434.3
561,Hyundai,Santa Fe SE,2021,2021-07-14,Brake Replacement,264.11
562,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,2021-07-15,Brake Replacement,367.25
563,Mercedes-Benz,SL-Class SL 550,2015,2021-07-16,Oil Change,101.8
564,Acura,MDX 3.5L Technology Package,2014,2021-07-17,Brake Replacement,442.44
565,RAM,2500 Laramie,2019,2021-07-18,Tire Rotation,185.09
566,Audi,A7 Premium,2012,2021-07-19,Oil Change,188.67
567,BMW,M2 Base,2023,2021-07-20,Tire Rotation,348.24
568,RAM,1500 Laramie,2019,2021-07-21,Brake Replacement,499.5
569,Audi,Q5 2.0T Premium Plus,2013,2021-07-22,Brake Replacement,299.85
570,Cadillac,XTS Luxury,2019,2021-07-23,Brake Replacement,424.8
571,Volkswagen,Jetta 1.4T SE,2016,2021-07-24,Brake Replacement,142.83
572,Ford,Focus RS Base,2016,2021-07-25,Brake Replacement,208.91
573,Mercedes-Benz,AMG C 63 S,2017,2021-07-26,Brake Replacement,466.77
574,Ford,Bronco Sport Big Bend,2021,2021-07-27,Engine Check,325.68
575,Jeep,Gladiator Overland,2021,2021-07-28,Engine Check,118.23
576,BMW,330e iPerformance,2017,2021-07-29,Tire Rotation,376.09
577,Mercedes-Benz,GLC 300 Base 4MATIC,2018,2021-07-30,Brake Replacement,155.44
578,Acura,MDX 3.7L Advance,2013,2021-07-31,Oil Change,226.48
579,Genesis,G70 3.3T,2022,2021-08-01,Brake Replacement,182.67
580,Lexus,LX 570 Three-Row,2021,2021-08-02,Brake Replacement,90.35
581,Jeep,Grand Cherokee L Limited,2022,2021-08-03,Brake Replacement,408.59
582,Hyundai,IONIQ Plug-In Hybrid SEL,2022,2021-08-04,Brake Replacement,93.32
583,Kia,Sportage LX,2009,2021-08-05,Engine Check,178.17
584,BMW,X5 PHEV xDrive45e,2023,2021-08-06,Oil Change,401.54
585,Ford,Expedition EL XLT,2014,2021-08-07,Brake Replacement,391.45
586,BMW,X6 M Base,2018,2021-08-08,Tire Rotation,91.86
587,Volkswagen,Eurovan MV,2001,2021-08-09,Engine Check,320.55
588,Rolls-Royce,Ghost Base,2010,2021-08-10,Brake Replacement,112.43
589,Lincoln,Navigator Reserve,2016,2021-08-11,Tire Rotation,206.68
590,Mercedes-Benz,GLA 250 Base 4MATIC,2022,2021-08-12,Tire Rotation,358.68
591,RAM,1500 Big Horn,2022,2021-08-13,Tire Rotation,345.53
592,Jeep,Grand Cherokee L Summit,2022,2021-08-14,Oil Change,180.02
593,Volvo,S80 3.2,2010,2021-08-15,Oil Change,74.29
594,Subaru,BRZ Premium,2014,2021-08-16,Oil Change,195.37
595,Chevrolet,Corvette Base,1998,2021-08-17,Oil Change,382.76
596,Hummer,H2 SUT,2006,2021-08-18,Engine Check,454.34
597,Audi,RS 7 4.0T,2021,2021-08-19,Engine Check,61.72
598,Ford,Edge Sport,2011,2021-08-20,Tire Rotation,100.56
599,GMC,Terrain SLT,2010,2021-08-21,Engine Check,338.91
600,Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,2021-08-22,Tire Rotation,89.73
601,Jeep,Grand Cherokee WK Laredo X,2022,2021-08-23,Oil Change,362.57
602,BMW,M4 Base,2020,2021-08-24,Oil Change,368.5
603,Mercedes-Benz,AMG GT 63 S 4-Door,2019,2021-08-25,Engine Check,418.68
604,Chevrolet,Camaro 1LT,2021,2021-08-26,Oil Change,212.84
605,BMW,X6 M Base,2018,2021-08-27,Tire Rotation,231.91
606,Mercedes-Benz,CLK-Class 550,2007,2021-08-28,Tire Rotation,111.75
607,RAM,1500 TRX,2022,2021-08-29,Engine Check,159.86
608,Audi,RS 7 4.0T Prestige,2016,2021-08-30,Oil Change,175.29
609,Porsche,Macan S,2020,2021-08-31,Engine Check,107.33
610,Genesis,GV70 3.5T Sport,2022,2021-09-01,Tire Rotation,53.73
611,Aston,Martin V8 Vantage Base,2008,2021-09-02,Engine Check,210.77
612,Nissan,350Z Touring,2006,2021-09-03,Brake Replacement,83.8
613,Toyota,Sequoia SR5,2013,2021-09-04,Tire Rotation,283.28
614,Chevrolet,Tahoe Premier,2021,2021-09-05,Engine Check,456.63
615,Jeep,Compass Limited,2020,2021-09-06,Brake Replacement,321.44
616,BMW,430 430i,2022,2021-09-07,Tire Rotation,113.27
617,Ford,Bronco Sport Outer Banks,2021,2021-09-08,Oil Change,149.46
618,Mercedes-Benz,AMG C 63 Base,2017,2021-09-09,Engine Check,51.07
619,Volvo,S40 T5,2005,2021-09-10,Oil Change,185.93
620,Mercedes-Benz,GLE 350 Base 4MATIC,2017,2021-09-11,Tire Rotation,265.59
621,Chevrolet,Silverado 1500 1LT,2017,2021-09-12,Brake Replacement,457.46
622,Chevrolet,Tahoe LTZ,2015,2021-09-13,Brake Replacement,200.93
623,Acura,MDX Technology,2022,2021-09-14,Tire Rotation,498.53
624,Bentley,Bentayga Speed,2020,2021-09-15,Tire Rotation,444.8
625,Rolls-Royce,Cullinan,2022,2021-09-16,Oil Change,97.49
626,Genesis,GV70 2.5T,2022,2021-09-17,Engine Check,262.74
627,Pontiac,Firebird Base,1999,2021-09-18,Oil Change,497.28
628,Lexus,GX 460 Base,2021,2021-09-19,Tire Rotation,281.81
629,BMW,ALPINA B7 ALPINA B7 xDrive,2020,2021-09-20,Oil Change,337.45
630,BMW,M4 Competition xDrive,2023,2021-09-21,Brake Replacement,152.47
631,Jeep,Grand Cherokee L Limited,2021,2021-09-22,Brake Replacement,201.51
632,Kia,Forte GT-Line,2022,2021-09-23,Brake Replacement,384.73
633,Kia,Forte LX,2018,2021-09-24,Brake Replacement,140.58
634,BMW,X6 M Base,2022,2021-09-25,Brake Replacement,186.78
635,RAM,ProMaster 3500 High Roof,2021,2021-09-26,Engine Check,123.79
636,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,2021-09-27,Engine Check,351.64
637,Hyundai,Santa Fe SEL,2021,2021-09-28,Oil Change,479.92
638,Jaguar,XF 3.0 Portfolio,2015,2021-09-29,Oil Change,298.21
639,Audi,A7 55 Premium Plus,2022,2021-09-30,Engine Check,100.28
640,INFINITI,QX30 Premium,2017,2021-10-01,Engine Check,452.4
641,Mercedes-Benz,AMG G 63 4MATIC,2022,2021-10-02,Oil Change,499.06
642,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,2021-10-03,Engine Check,403.34
643,Mitsubishi,Lancer Evolution Base,2003,2021-10-04,Engine Check,156.97
644,Jeep,Wrangler Unlimited Sport,2013,2021-10-05,Oil Change,54.95
645,Audi,A3 2.0 TDI Premium Plus,2015,2021-10-06,Oil Change,146.7
646,Volkswagen,Jetta GLX VR6,2002,2021-10-07,Brake Replacement,55.13
647,BMW,ALPINA B7 ALPINA B7 xDrive,2020,2021-10-08,Oil Change,114.33
648,Bentley,Bentayga Azure First Edition,2023,2021-10-09,Tire Rotation,260.61
649,Mercedes-Benz,CLA-Class CLA 250,2014,2021-10-10,Oil Change,437.41
650,BMW,i8 Base,2019,2021-10-11,Engine Check,174.7
651,Lexus,CT 200h Premium,2015,2021-10-12,Tire Rotation,412.86
652,Toyota,Tundra SR5,2022,2021-10-13,Tire Rotation,381.33
653,Mercedes-Benz,SLC 300 Base,2019,2021-10-14,Oil Change,430.87
654,Mercedes-Benz,AMG C AMG C 63 S,2016,2021-10-15,Engine Check,396.24
655,Ford,F-150 XLT,2020,2021-10-16,Oil Change,63.3
656,Mazda,CX-9 Grand Touring,2010,2021-10-17,Engine Check,219.14
657,Honda,Ridgeline RTL-E,2019,2021-10-18,Brake Replacement,341.77
658,Bentley,Bentayga Onyx Edition,2018,2021-10-19,Tire Rotation,336.68
659,MINI,Cooper S Clubman Base,2009,2021-10-20,Tire Rotation,269.3
660,Nissan,Murano SL,2005,2021-10-21,Brake Replacement,194.69
661,Bentley,Bentayga V8,2019,2021-10-22,Brake Replacement,403.39
662,Nissan,Juke SV,2011,2021-10-23,Oil Change,109.49
663,Ford,Expedition Max Limited,2019,2021-10-24,Brake Replacement,65.22
664,Ford,Expedition Max King Ranch,2020,2021-10-25,Engine Check,155.53
665,Lamborghini,Murcielago Base,2006,2021-10-26,Tire Rotation,353.4
666,Chevrolet,Suburban LT,2017,2021-10-27,Engine Check,275.05
667,Bentley,Bentayga Onyx Edition,2018,2021-10-28,Oil Change,320.4
668,BMW,M760 i xDrive,2019,2021-10-29,Oil Change,298.24
669,Genesis,GV70 2.5T,2022,2021-10-30,Oil Change,66.62
670,Chevrolet,Tahoe LT,2011,2021-10-31,Oil Change,215.9
671,Dodge,Durango GT,2017,2021-11-01,Oil Change,100.98
672,Porsche,718 Cayman GTS,2018,2021-11-02,Engine Check,219.63
673,Porsche,Cayman Base,2011,2021-11-03,Engine Check,123.87
674,Porsche,Panamera Turbo,2010,2021-11-04,Tire Rotation,172.65
675,Lexus,ES 350 Base,2016,2021-11-05,Brake Replacement,217.51
676,Kia,Optima Hybrid LX,2013,2021-11-06,Oil Change,142.59
677,Land,Rover Range Rover Velar R-Dynamic SE,2019,2021-11-07,Oil Change,63.42
678,Jaguar,XF S,2017,2021-11-08,Brake Replacement,405.28
679,Lexus,GX 470 Base,2005,2021-11-09,Oil Change,151.44
680,Mercedes-Benz,GL-Class GL 550,2011,2021-11-10,Brake Replacement,249.77
681,BMW,X6 M Base,2023,2021-11-11,Brake Replacement,452.59
682,RAM,1500 Longhorn,2023,2021-11-12,Brake Replacement,110.06
683,Lamborghini,Huracan LP580-2S,2019,2021-11-13,Tire Rotation,479.24
684,Toyota,Highlander Hybrid Limited Platinum,2017,2021-11-14,Brake Replacement,176.54
685,Audi,e-tron Prestige,2019,2021-11-15,Oil Change,65.61
686,GMC,Suburban 2500,1996,2021-11-16,Engine Check,91.17
687,Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,2021-11-17,Brake Replacement,277.16
688,Chevrolet,Bolt EUV Premier,2022,2021-11-18,Engine Check,241.01
689,BMW,M240 i,2019,2021-11-19,Oil Change,357.95
690,Cadillac,Escalade EXT Base,2009,2021-11-20,Engine Check,345.79
691,Scion,tC Release Series 6.0,2010,2021-11-21,Engine Check,306.61
692,Kia,Optima EX,2012,2021-11-22,Brake Replacement,335.3
693,Honda,Civic EX,1993,2021-11-23,Oil Change,303.85
694,Maserati,Quattroporte Base,2005,2021-11-24,Brake Replacement,362.99
695,Porsche,Panamera Turbo,2015,2021-11-25,Engine Check,362.69
696,Genesis,G70 2.0T,2023,2021-11-26,Engine Check,389.18
697,Chevrolet,Trailblazer LS,2021,2021-11-27,Oil Change,322.44
698,Toyota,Camry LE,2005,2021-11-28,Brake Replacement,70.71
